text,label,category,target,source,char_length,word_count,digit_count,has_url,has_phone
IM GONNA MISS U SO MUCH,safe,Standard SMS,0,UCI SMS Spam Collection,23,6,0,0,0
Is avatar supposed to have subtoitles,safe,Standard SMS,0,UCI SMS Spam Collection,37,6,0,0,0
Simply sitting and watching match in office..,safe,Standard SMS,0,UCI SMS Spam Collection,45,7,0,0,0
You can jot down things you want to remember later.,safe,Standard SMS,0,UCI SMS Spam Collection,51,10,0,0,0
Oh sorry please its over,safe,Standard SMS,0,UCI SMS Spam Collection,24,5,0,0,0
Hey are we going for the lo lesson or gym?,safe,Standard SMS,0,UCI SMS Spam Collection,42,10,0,0,0
"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.",safe,Standard SMS,0,UCI SMS Spam Collection,123,24,1,0,0
You always make things bigger than they are,safe,Standard SMS,0,UCI SMS Spam Collection,43,8,0,0,0
Ã dun wan to watch infernal affair?,safe,Standard SMS,0,UCI SMS Spam Collection,36,7,0,0,0
"Me not waking up until 4 in the afternoon, sup",safe,Standard SMS,0,UCI SMS Spam Collection,46,10,1,0,0
I can send you a pic if you like :),safe,Standard SMS,0,UCI SMS Spam Collection,35,10,0,0,0
Okay... I booked all already... Including the one at bugis.,safe,Standard SMS,0,UCI SMS Spam Collection,59,10,0,0,0
"Aight fuck it, I'll get it later",safe,Standard SMS,0,UCI SMS Spam Collection,32,7,0,0,0
No de. But call me after some time. Ill tell you k,safe,Standard SMS,0,UCI SMS Spam Collection,50,12,0,0,0
So dont use hook up any how,safe,Standard SMS,0,UCI SMS Spam Collection,27,7,0,0,0
How much is blackberry bold2 in nigeria.,safe,Standard SMS,0,UCI SMS Spam Collection,40,7,1,0,0
Hi where you. You in home or calicut?,safe,Standard SMS,0,UCI SMS Spam Collection,37,8,0,0,0
Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx,safe,Standard SMS,0,UCI SMS Spam Collection,84,21,1,0,0
"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",scam,SMS Spam,1,UCI SMS Spam Collection,152,26,21,0,1
"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...",safe,Standard SMS,0,UCI SMS Spam Collection,125,30,4,0,0
Y so late but i need to go n get da laptop...,safe,Standard SMS,0,UCI SMS Spam Collection,45,12,0,0,0
"Sir, I am waiting for your mail.",safe,Standard SMS,0,UCI SMS Spam Collection,32,7,0,0,0
.Please charge my mobile when you get up in morning.,safe,Standard SMS,0,UCI SMS Spam Collection,52,10,0,0,0
"Nothing, i got msg frm tht unknown no..",safe,Standard SMS,0,UCI SMS Spam Collection,39,8,0,0,0
Ugh fuck it I'm resubbing to eve,safe,Standard SMS,0,UCI SMS Spam Collection,32,7,0,0,0
He didn't see his shadow. We get an early spring yay,safe,Standard SMS,0,UCI SMS Spam Collection,52,11,0,0,0
I did. One slice and one breadstick. Lol,safe,Standard SMS,0,UCI SMS Spam Collection,40,8,0,0,0
"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...",safe,Standard SMS,0,UCI SMS Spam Collection,96,26,0,0,0
Is there any training tomorrow?,safe,Standard SMS,0,UCI SMS Spam Collection,31,5,0,0,0
"URGENT! Your mobile No *********** WON a Â£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",scam,SMS Spam,1,UCI SMS Spam Collection,159,26,28,0,1
Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,safe,Standard SMS,0,UCI SMS Spam Collection,276,60,0,0,0
Cos daddy arranging time c wat time fetch Ã¼ mah...,safe,Standard SMS,0,UCI SMS Spam Collection,51,10,0,0,0
Then. You are eldest know.,safe,Standard SMS,0,UCI SMS Spam Collection,26,5,0,0,0
Who's there say hi to our drugdealer,safe,Standard SMS,0,UCI SMS Spam Collection,36,7,0,0,0
Its hard to believe things like this. All can say lie but think twice before saying anything to me.,safe,Standard SMS,0,UCI SMS Spam Collection,99,19,0,0,0
Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,scam,SMS Spam,1,UCI SMS Spam Collection,149,30,4,0,0
Good night my dear.. Sleepwell&amp;Take care,safe,Standard SMS,0,UCI SMS Spam Collection,44,6,0,0,0
That is wondarfull song,safe,Standard SMS,0,UCI SMS Spam Collection,23,4,0,0,0
"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",scam,SMS Spam,1,UCI SMS Spam Collection,161,28,23,1,0
Yar lor actually we quite fast... Cos da ge slow wat... Haha...,safe,Standard SMS,0,UCI SMS Spam Collection,63,12,0,0,0
Must come later.. I normally bathe him in da afternoon mah..,safe,Standard SMS,0,UCI SMS Spam Collection,60,11,0,0,0
"Trust me. Even if isn't there, its there.",safe,Standard SMS,0,UCI SMS Spam Collection,41,8,0,0,0
Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,safe,Standard SMS,0,UCI SMS Spam Collection,133,28,4,0,0
85233 FREE>Ringtone!Reply REAL,scam,SMS Spam,1,UCI SMS Spam Collection,30,3,5,0,0
I can take you at like noon,safe,Standard SMS,0,UCI SMS Spam Collection,27,7,0,0,0
Where is it. Is there any opening for mca.,safe,Standard SMS,0,UCI SMS Spam Collection,42,9,0,0,0
I'm aight. Wat's happening on your side.,safe,Standard SMS,0,UCI SMS Spam Collection,40,7,0,0,0
I'm done oredi...,safe,Standard SMS,0,UCI SMS Spam Collection,17,3,0,0,0
"you are sweet as well, princess. Please tell me your likes and dislikes in bed...",safe,Standard SMS,0,UCI SMS Spam Collection,81,15,0,0,0
How are you. Wish you a great semester,safe,Standard SMS,0,UCI SMS Spam Collection,38,8,0,0,0
Moji i love you more than words. Have a rich day,safe,Standard SMS,0,UCI SMS Spam Collection,48,11,0,0,0
Dude how do you like the buff wind.,safe,Standard SMS,0,UCI SMS Spam Collection,35,8,0,0,0
"alright babe, justthought iÂd sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x.",safe,Standard SMS,0,UCI SMS Spam Collection,137,24,2,0,0
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX Â£1.50,scam,SMS Spam,1,UCI SMS Spam Collection,156,28,16,0,0
"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.",safe,Standard SMS,0,UCI SMS Spam Collection,363,72,0,0,0
S:-)kallis wont play in first two odi:-),safe,Standard SMS,0,UCI SMS Spam Collection,40,7,0,0,0
Then get some cash together and I'll text jason,safe,Standard SMS,0,UCI SMS Spam Collection,47,9,0,0,0
"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",safe,Standard SMS,0,UCI SMS Spam Collection,154,31,0,0,0
"Final Chance! Claim ur Â£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. Â£3.00 Subs 16",scam,SMS Spam,1,UCI SMS Spam Collection,161,27,18,0,0
"Probably, want to pick up more?",safe,Standard SMS,0,UCI SMS Spam Collection,31,6,0,0,0
I'm done...,safe,Standard SMS,0,UCI SMS Spam Collection,11,2,0,0,0
Are you the cutest girl in the world or what,safe,Standard SMS,0,UCI SMS Spam Collection,44,10,0,0,0
"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?",safe,Standard SMS,0,UCI SMS Spam Collection,88,18,2,0,0
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",scam,SMS Spam,1,UCI SMS Spam Collection,159,23,16,1,1
Oh Howda gud gud.. Mathe en samachara chikku:-),safe,Standard SMS,0,UCI SMS Spam Collection,47,8,0,0,0
I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,safe,Standard SMS,0,UCI SMS Spam Collection,64,15,3,0,0
Audrie lousy autocorrect,safe,Standard SMS,0,UCI SMS Spam Collection,24,3,0,0,0
Its a site to simulate the test. It just gives you very tough questions to test your readiness.,safe,Standard SMS,0,UCI SMS Spam Collection,95,18,0,0,0
Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,safe,Standard SMS,0,UCI SMS Spam Collection,134,25,0,0,0
I fetch yun or u fetch?,safe,Standard SMS,0,UCI SMS Spam Collection,23,6,0,0,0
Thank you. I like you as well...,safe,Standard SMS,0,UCI SMS Spam Collection,32,7,0,0,0
"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?",safe,Standard SMS,0,UCI SMS Spam Collection,175,38,0,0,0
Lara said she can loan me  &lt;#&gt; .,safe,Standard SMS,0,UCI SMS Spam Collection,38,8,0,0,0
Do we have any spare power supplies,safe,Standard SMS,0,UCI SMS Spam Collection,35,7,0,0,0
Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,safe,Standard SMS,0,UCI SMS Spam Collection,147,32,2,0,0
You are a winner you have been specially selected to receive Â£1000 cash or a Â£2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,scam,SMS Spam,1,UCI SMS Spam Collection,159,28,23,0,0
"Yeah, don't go to bed, I'll be back before midnight",safe,Standard SMS,0,UCI SMS Spam Collection,51,10,0,0,0
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",scam,SMS Spam,1,UCI SMS Spam Collection,161,29,3,0,0
Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;,safe,Standard SMS,0,UCI SMS Spam Collection,107,21,0,0,0
"It's that time of the week again, ryan",safe,Standard SMS,0,UCI SMS Spam Collection,38,8,0,0,0
Wish u many many returns of the day.. Happy birthday vikky..,safe,Standard SMS,0,UCI SMS Spam Collection,60,11,0,0,0
"U can WIN Â£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",scam,SMS Spam,1,UCI SMS Spam Collection,160,24,14,1,0
I hope you know I'm still mad at you.,safe,Standard SMS,0,UCI SMS Spam Collection,37,9,0,0,0
"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at",safe,Standard SMS,0,UCI SMS Spam Collection,157,29,1,0,0
In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),safe,Standard SMS,0,UCI SMS Spam Collection,185,35,0,0,0
Do you know when the result.,safe,Standard SMS,0,UCI SMS Spam Collection,28,6,0,0,0
"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.",safe,Standard SMS,0,UCI SMS Spam Collection,79,14,0,0,0
You do got a shitload of diamonds though,safe,Standard SMS,0,UCI SMS Spam Collection,40,8,0,0,0
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,safe,Standard SMS,0,UCI SMS Spam Collection,113,20,0,0,0
Well I'm going to be an aunty!,safe,Standard SMS,0,UCI SMS Spam Collection,30,7,0,0,0
Mine here like all fr china then so noisy.,safe,Standard SMS,0,UCI SMS Spam Collection,42,9,0,0,0
Later i guess. I needa do mcat study too.,safe,Standard SMS,0,UCI SMS Spam Collection,41,9,0,0,0
S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),safe,Standard SMS,0,UCI SMS Spam Collection,113,17,0,0,0
Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,scam,SMS Spam,1,UCI SMS Spam Collection,137,22,17,1,1
"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.",safe,Standard SMS,0,UCI SMS Spam Collection,382,77,0,0,0
"Carlos took a while (again), we leave in a minute",safe,Standard SMS,0,UCI SMS Spam Collection,49,10,0,0,0
Well done and ! luv ya all,safe,Standard SMS,0,UCI SMS Spam Collection,26,7,0,0,0
Then why you came to hostel.,safe,Standard SMS,0,UCI SMS Spam Collection,28,6,0,0,0
K still are you loving me.,safe,Standard SMS,0,UCI SMS Spam Collection,26,6,0,0,0
But i juz remembered i gotta bathe my dog today..,safe,Standard SMS,0,UCI SMS Spam Collection,49,10,0,0,0
After the drug she will be able to eat.,safe,Standard SMS,0,UCI SMS Spam Collection,39,9,0,0,0
Alright took the morphine. Back in yo.,safe,Standard SMS,0,UCI SMS Spam Collection,38,7,0,0,0
You see the requirements please,safe,Standard SMS,0,UCI SMS Spam Collection,31,5,0,0,0
You stayin out of trouble stranger!!saw Dave the other day heÂs sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA!,safe,Standard SMS,0,UCI SMS Spam Collection,161,30,1,0,0
FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,scam,SMS Spam,1,UCI SMS Spam Collection,154,29,17,0,0
So can collect ur laptop?,safe,Standard SMS,0,UCI SMS Spam Collection,25,5,0,0,0
"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",safe,Standard SMS,0,UCI SMS Spam Collection,154,32,4,0,0
I will once i get home,safe,Standard SMS,0,UCI SMS Spam Collection,22,6,0,0,0
Waaaat?? Lololo ok next time then!,safe,Standard SMS,0,UCI SMS Spam Collection,34,6,0,0,0
"The table's occupied, I'm waiting by the tree",safe,Standard SMS,0,UCI SMS Spam Collection,45,8,0,0,0
I surely dont forgot to come:)i will always be in touch in with you:-),safe,Standard SMS,0,UCI SMS Spam Collection,70,14,0,0,0
Hi kindly give us back our documents which we submitted for loan from STAPATI,safe,Standard SMS,0,UCI SMS Spam Collection,77,14,0,0,0
I dont have i shall buy one dear,safe,Standard SMS,0,UCI SMS Spam Collection,32,8,0,0,0
Oh god i am happy to see your message after 3 days,safe,Standard SMS,0,UCI SMS Spam Collection,50,12,1,0,0
What year. And how many miles.,safe,Standard SMS,0,UCI SMS Spam Collection,30,6,0,0,0
Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself.,safe,Standard SMS,0,UCI SMS Spam Collection,113,23,0,0,0
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",safe,Standard SMS,0,UCI SMS Spam Collection,588,125,2,0,0
I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,safe,Standard SMS,0,UCI SMS Spam Collection,114,21,0,0,0
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,scam,SMS Spam,1,UCI SMS Spam Collection,147,29,20,0,0
No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,safe,Standard SMS,0,UCI SMS Spam Collection,114,22,1,0,0
Is she replying. Has boye changed his phone number,safe,Standard SMS,0,UCI SMS Spam Collection,50,9,0,0,0
hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,safe,Standard SMS,0,UCI SMS Spam Collection,158,35,0,0,0
"Nothing really, just making sure everybody's up to speed",safe,Standard SMS,0,UCI SMS Spam Collection,56,9,0,0,0
I'm not coming home 4 dinner.,safe,Standard SMS,0,UCI SMS Spam Collection,29,6,1,0,0
"Thank you. And by the way, I just lost.",safe,Standard SMS,0,UCI SMS Spam Collection,39,9,0,0,0
Yes.he have good crickiting mind,safe,Standard SMS,0,UCI SMS Spam Collection,32,5,0,0,0
Thx. All will be well in a few months,safe,Standard SMS,0,UCI SMS Spam Collection,37,9,0,0,0
"CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO",safe,Standard SMS,0,UCI SMS Spam Collection,159,22,4,0,0
I wont. So wat's wit the guys,safe,Standard SMS,0,UCI SMS Spam Collection,29,7,0,0,0
Yavnt tried yet and never played original either,safe,Standard SMS,0,UCI SMS Spam Collection,48,8,0,0,0
"Hiya, had a good day? Have you spoken to since the weekend?",safe,Standard SMS,0,UCI SMS Spam Collection,59,12,0,0,0
See? I thought it all through,safe,Standard SMS,0,UCI SMS Spam Collection,29,6,0,0,0
get ready to moan and scream :),safe,Standard SMS,0,UCI SMS Spam Collection,31,7,0,0,0
Oh k :)why you got job then whats up?,safe,Standard SMS,0,UCI SMS Spam Collection,37,9,0,0,0
"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",safe,Standard SMS,0,UCI SMS Spam Collection,193,39,0,0,0
And popping &lt;#&gt; ibuprofens was no help.,safe,Standard SMS,0,UCI SMS Spam Collection,45,7,0,0,0
"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",safe,Standard SMS,0,UCI SMS Spam Collection,154,37,0,0,0
PS U no ur a grown up now right?,safe,Standard SMS,0,UCI SMS Spam Collection,32,9,0,0,0
"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",safe,Standard SMS,0,UCI SMS Spam Collection,131,23,0,0,0
I know a few people I can hit up and fuck to the yes,safe,Standard SMS,0,UCI SMS Spam Collection,52,14,0,0,0
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,safe,Standard SMS,0,UCI SMS Spam Collection,142,23,0,0,0
So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,safe,Standard SMS,0,UCI SMS Spam Collection,104,20,0,0,0
Oh god. I'm gonna Google nearby cliffs now.,safe,Standard SMS,0,UCI SMS Spam Collection,43,8,0,0,0
FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,scam,SMS Spam,1,UCI SMS Spam Collection,152,24,20,0,1
Yup i shd haf ard 10 pages if i add figures... Ã all got how many pages?,safe,Standard SMS,0,UCI SMS Spam Collection,73,17,2,0,0
"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too.",safe,Standard SMS,0,UCI SMS Spam Collection,104,22,5,0,0
Thankyou so much for the call. I appreciate your care.,safe,Standard SMS,0,UCI SMS Spam Collection,54,10,0,0,0
Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,safe,Standard SMS,0,UCI SMS Spam Collection,108,18,1,0,0
I called but no one pick up e phone. I ask both of them already they said ok.,safe,Standard SMS,0,UCI SMS Spam Collection,77,18,0,0,0
Hi my email address has changed now it is,safe,Standard SMS,0,UCI SMS Spam Collection,41,9,0,0,0
"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in advance",safe,Standard SMS,0,UCI SMS Spam Collection,130,14,0,0,0
"Not much, just some textin'. How bout you?",safe,Standard SMS,0,UCI SMS Spam Collection,42,8,0,0,0
Bring it if you got it,safe,Standard SMS,0,UCI SMS Spam Collection,22,6,0,0,0
I'm in a movie. Call me 4 wat?,safe,Standard SMS,0,UCI SMS Spam Collection,30,8,1,0,0
Not sure I have the stomach for it ...,safe,Standard SMS,0,UCI SMS Spam Collection,38,9,0,0,0
Haha... can... But i'm having dinner with my cousin...,safe,Standard SMS,0,UCI SMS Spam Collection,54,9,0,0,0
"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",safe,Standard SMS,0,UCI SMS Spam Collection,54,11,1,0,0
"(And my man carlos is definitely coming by mu tonight, no excuses)",safe,Standard SMS,0,UCI SMS Spam Collection,66,12,0,0,0
soon you will have the real thing princess! Do i make you wet? :),safe,Standard SMS,0,UCI SMS Spam Collection,65,14,0,0,0
Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,safe,Standard SMS,0,UCI SMS Spam Collection,93,17,0,0,0
"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",safe,Standard SMS,0,UCI SMS Spam Collection,132,29,0,0,0
"URGENT! Your mobile No 07xxxxxxxxx won a Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",scam,SMS Spam,1,UCI SMS Spam Collection,159,26,30,0,1
Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,safe,Standard SMS,0,UCI SMS Spam Collection,112,21,0,0,0
"URGENT!! Your 4* Costa Del Sol Holiday or Â£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, CostÂ£1.50/pm, Max10mins",scam,SMS Spam,1,UCI SMS Spam Collection,161,23,26,0,1
"Hmm well, night night",safe,Standard SMS,0,UCI SMS Spam Collection,21,4,0,0,0
Just wanted to say holy shit you guys weren't kidding about this bud,safe,Standard SMS,0,UCI SMS Spam Collection,68,13,0,0,0
"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",safe,Standard SMS,0,UCI SMS Spam Collection,119,27,1,0,0
"This is one of the days you have a billion classes, right?",safe,Standard SMS,0,UCI SMS Spam Collection,58,12,0,0,0
"Goodmorning, today i am late for 2hrs. Because of back pain.",safe,Standard SMS,0,UCI SMS Spam Collection,60,11,1,0,0
Ok then i'll let him noe later n ask him call u tmr...,safe,Standard SMS,0,UCI SMS Spam Collection,54,13,0,0,0
OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,safe,Standard SMS,0,UCI SMS Spam Collection,66,15,1,0,0
* Will have two more cartons off u and is very pleased with shelves,safe,Standard SMS,0,UCI SMS Spam Collection,67,14,0,0,0
Nice talking to you! please dont forget my pix :) i want to see all of you...,safe,Standard SMS,0,UCI SMS Spam Collection,77,17,0,0,0
You have WON a guaranteed Â£1000 cash or a Â£2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,scam,SMS Spam,1,UCI SMS Spam Collection,156,26,24,0,1
But really quite funny lor wat... Then u shd haf run shorter distance wat...,safe,Standard SMS,0,UCI SMS Spam Collection,76,14,0,0,0
I notice you like looking in the shit mirror youre turning into a right freak,safe,Standard SMS,0,UCI SMS Spam Collection,77,15,0,0,0
Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,safe,Standard SMS,0,UCI SMS Spam Collection,175,34,0,0,0
"Thanks for your ringtone order, ref number K718. Your mobile will be charged Â£4.50. Should your tone not arrive please call customer services on 09065069120",scam,SMS Spam,1,UCI SMS Spam Collection,157,25,17,0,1
"I prefer my free days... Tues, wed, fri oso can... Ã ask those workin lor...",safe,Standard SMS,0,UCI SMS Spam Collection,77,15,0,0,0
Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,safe,Standard SMS,0,UCI SMS Spam Collection,102,20,0,0,0
If you have belive me. Come to my home.,safe,Standard SMS,0,UCI SMS Spam Collection,39,9,0,0,0
Oh k.k..where did you take test?,safe,Standard SMS,0,UCI SMS Spam Collection,32,6,0,0,0
Those were my exact intentions,safe,Standard SMS,0,UCI SMS Spam Collection,30,5,0,0,0
haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,safe,Standard SMS,0,UCI SMS Spam Collection,108,20,0,0,0
"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...",safe,Standard SMS,0,UCI SMS Spam Collection,141,30,0,0,0
"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",safe,Standard SMS,0,UCI SMS Spam Collection,130,28,1,0,0
Nothing just getting msgs by dis name wit different no's..,safe,Standard SMS,0,UCI SMS Spam Collection,58,10,0,0,0
What's your room number again? Wanna make sure I'm knocking on the right door,safe,Standard SMS,0,UCI SMS Spam Collection,77,14,0,0,0
"Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtÂbraindanceÂa comp.ofstuff on aphexÂs ;abel,u hav2hear it!c u sn xxxx",safe,Standard SMS,0,UCI SMS Spam Collection,161,20,3,1,0
Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,safe,Standard SMS,0,UCI SMS Spam Collection,88,17,0,0,0
"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.",safe,Standard SMS,0,UCI SMS Spam Collection,127,25,0,0,0
Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,safe,Standard SMS,0,UCI SMS Spam Collection,110,23,0,0,0
Every day i use to sleep after  &lt;#&gt;  so only.,safe,Standard SMS,0,UCI SMS Spam Collection,51,10,0,0,0
K I'll call you when I'm close,safe,Standard SMS,0,UCI SMS Spam Collection,30,7,0,0,0
U buy newspapers already?,safe,Standard SMS,0,UCI SMS Spam Collection,25,4,0,0,0
Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,safe,Standard SMS,0,UCI SMS Spam Collection,96,20,1,0,0
Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,safe,Standard SMS,0,UCI SMS Spam Collection,64,13,0,0,0
No management puzzeles.,safe,Standard SMS,0,UCI SMS Spam Collection,23,3,0,0,0
How did you find out in a way that didn't include all of these details,safe,Standard SMS,0,UCI SMS Spam Collection,70,15,0,0,0
"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",scam,SMS Spam,1,UCI SMS Spam Collection,181,31,1,0,0
Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls Â£1/minMobsmoreLKPOBOX177HP51FL,scam,SMS Spam,1,UCI SMS Spam Collection,160,29,23,0,1
will you like to be spoiled? :),safe,Standard SMS,0,UCI SMS Spam Collection,31,7,0,0,0
